Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
ejfores,ejfores,13.887957,0.000557,0.566666666666667,http://twitter.com/ejfores,Open Twitter Page for This Person,"2011 Cal grad, Reporter for the Daily Caller News Foundation, Living the DC dream, one happy hour at a time",2.9E-05,23,306,414,448,http://a0.twimg.com/profile_images/2684187398/86c9531f9d8a20d96a7b35d7bce5ce78_normal.png,7,2/25/2009 7:52:19 AM,ejfores,12.5231790291868,Washington DC,1.0,99.965423547622,5,0.466474,0.666666666666667,Image,38.401084360679,Pacific Time (US & Canada),-28800,"ejfores

“@EditMeDavid: White House online
‘#My2K’ campaign fails as US workers’
payroll taxes increase http://t.co/VSnmENYV
[by @ejfores]”",1539,,4319.60009765625,5276.4765625
CFHeather,CFHeather,2103.647546,0.000624,0.131790744466801,http://twitter.com/CFHeather,Open Twitter Page for This Person,"Texas born and Raised, Proud Wife, Stepmom, and TCU HORNED FROG.  Volunteer @Mercury1Charity  #OCRA   #TGDN",0.000143,3978,8004,9387,83,http://a0.twimg.com/profile_images/2832763696/090e2b070538a2370499549375f42350_normal.png,53,9/26/2008 3:56:31 PM,CFHeather,262.275559292213,"DFW, TX",1.0,99.2160165254284,46,2.74296,0.366197183098592,Image,610.61589104757,Central Time (US & Canada),-21600,"CFHeather

White House online '#My2K' campaign
fails as US workers' payroll taxes
increase | The Daily Caller http://t.co/jFtrUBFo",177406,http://www.stopliberallies.com/,2747.90356445313,4138.72021484375
GuitarHero1965,GuitarHero1965,519.040655,0.000618,0.226415094339623,http://twitter.com/GuitarHero1965,Open Twitter Page for This Person,"In this present crisis, government is not the solution to our problem; government is the problem. #MolonLabe",0.000161,16,5545,5047,215,http://a0.twimg.com/profile_images/2332442279/dwi8j44otdc3tjee8pm9_normal.jpeg,41,8/6/2009 5:31:49 PM,GuitarHero1965,141.477015846149,Detroit Rock City,1.0,99.5784846493914,51,1.975756,0.69811320754717,Image,333.850900406635,Quito,-18000,"GuitarHero1965

RT @CFHeather: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase | The Daily
Caller http://t.co/jFtrUBFo",62396,,2341.09838867188,5604.28076171875
WatchWhiteHouse,WatchWhiteHouse,0,0,0,http://twitter.com/WatchWhiteHouse,Open Twitter Page for This Person,We tweet all of the breaking news  stories about White House from around the web. We are not affiliated with White House. We are just huge fans !!,0,0,1183,2362,592,http://a0.twimg.com/profile_images/2729395479/f2d46b867d030a3fe44a81485598bd8e_normal.jpeg,1,6/10/2012 11:41:56 AM,WatchWhiteHouse,66.7433547510607,"San Francisco, CA",3.0,99.8027304818432,1,0.999999,Not Applicable,Image,162.626476473246,Beijing,28800,"WatchWhiteHouse

White House online '#My2K' campaign
fails as US workers' payroll taxes
increase http://t.co/KEnhvsJ4",2470,,6319.33544921875,513.049133300781
chrisprynoski,chrisprynoski,0,0.000323,0,http://twitter.com/chrisprynoski,Open Twitter Page for This Person,making the cartoons at titmouse: #motorcity #metalocalypse #venturebros #superjail #randycunningham #chinaIL,0,416,428,24949,688,http://a0.twimg.com/profile_images/297452072/chris_p_head_normal.jpg,1,7/4/2009 9:51:31 PM,chrisprynoski,695.424622220243,Hollywood,5.0,97.9163093952183,1,0.452592,1,Image,1000,Pacific Time (US & Canada),-28800,"chrisprynoski

@my2k Thanks!!!!",5292,http://www.chrisprynoski.com,8455.880859375,1470.50695800781
derlea1972,derlea1972,1.206042,0.000519,0.466666666666667,http://twitter.com/derlea1972,Open Twitter Page for This Person,"Father of 5, Husband of the worlds greatest WOMEN. Football coach, soccer coach, US NAVY- country=family. GOD Bless America/Isreal.",2.3E-05,45,329,322,528,http://a0.twimg.com/profile_images/2367559907/Tun16qdB_normal,6,2/9/2011 4:15:36 PM,derlea1972,9.96247257825637,"Spring Branch, Texas...Usa",1.0,99.973107203706,7,0.394299,0.833333333333333,Image,32.5341767249726,Mountain Time (US & Canada),-25200,"derlea1972

RT @CFHeather: White House online
'#My2K' campaign fails as US workers'
payroll taxes increase | The Daily
Caller http://t.co/jFtrUBFo",4173,,1389.80786132813,4657.69970703125
Red__Rover,Red__Rover,501.747466,0.000619,0.17816091954023,http://twitter.com/Red__Rover,Open Twitter Page for This Person,"I transcribe medical reports, write, play bass, ride motorcycles, live in friend's basement. RT not an endorsement. Mordant sense of humor. Not for the timid.",9.5E-05,245,2060,2361,218,http://a0.twimg.com/profile_images/3076424142/c210203227cc7588bc4d746260bc576a_normal.jpeg,17,8/10/2010 2:54:00 AM,Red__Rover,66.7155209852897,"Colorado, USA",1.0,99.8028139998441,27,1.28403,0.4,Image,162.562705738075,Mountain Time (US & Canada),-25200,"Red__Rover

White House online '#My2K' campaign
fails as US workers' payroll taxes
increase http://t.co/0boD9ww2",126003,http://scarlett156.blogspot.com/,3266.15673828125,4248.79052734375
HindaRifka,HindaRifka,230.120919,0.000605,0.258730158730159,http://twitter.com/HindaRifka,Open Twitter Page for This Person,"Am Yisrael Chai! The only people made safer by gun control are rapists, murderers, thieves, & tyrants.  #tcot #TeaParty #IsraelUnderFire",0.000128,65,1352,1819,284,http://a0.twimg.com/profile_images/2775904908/5aed22f2e340d68f5ed4b3d55f30eba2_normal.png,30,4/3/2009 2:57:02 PM,HindaRifka,51.6296199374172,,1.0,99.848080756339,34,1.379945,0.722222222222222,Image,127.998967275544,Eastern Time (US & Canada),-18000,"HindaRifka

Hey Barack, remember #My2K? Well
that's coming out of my paycheck
because of you #LIAR #HYPOCRITE
#tcot #tgdn",1854,,1857.88732910156,5045.26416015625
rsh65,rsh65,0,0.000453,0,http://twitter.com/rsh65,Open Twitter Page for This Person,,3E-06,23,363,91,634,http://a0.twimg.com/profile_images/3022090876/701fc16279f7091f54fc9ee89c87f6fb_normal.jpeg,0,1/27/2009 5:38:59 AM,rsh65,3.53287268515941,,1.0,99.9923998619169,1,0.190359,0,Image,17.8031369005357,Central Time (US & Canada),-21600,"rsh65

RT @wbconservative: White House
online ‘#My2K’ campaign fails as
US workers’ payroll taxes increase
http://t.co/Q9We3cl7",1209,,3027.48754882813,756.036010742188
WashingtonDCTea,WashingtonDCTea,12561.175521,0.00067,0.082832660297449,http://twitter.com/WashingtonDCTea,Open Twitter Page for This Person,Stop GOV MEDIA OCare Cap Trade UN FCC AMNESTY Smaller Government Vote November 04/2014 Vote Out ALL GOP RINOS @TheDemocrats Register to VOTE Join local TeaParty,0.000282,90003,46428,359204,13,http://a0.twimg.com/profile_images/2897308612/59bfe5f10daf81e589356246af527022_normal.png,138,3/23/2009 11:41:09 PM,WashingtonDCTea,9999,USA,1.0,70,10,5.601439,0.020979020979021,Image,1000,Eastern Time (US & Canada),-18000,"WashingtonDCTea

RT @HindaRifka: Hey Barack, remember
#My2K? Well that's coming out of
my paycheck because of you #LIAR
#HYPOCRITE #tcot #tgdn",166265,http://Washingtondcteaparty.com/,2477.92993164063,5071.27392578125
lifeastronaut,lifeastronaut,0,0.000452,1,http://twitter.com/lifeastronaut,Open Twitter Page for This Person,Just an astronaut of life. Came into this world attached to a cord connected to the mother ship and have been searching and learning ever since the cord was cut,0.000396,32,304,108,661,http://a0.twimg.com/profile_images/203301484/03112007_013__normal.jpg,2,5/8/2009 2:39:22 PM,lifeastronaut,4.00604670326611,indiana,2.0,99.9909800559014,3,0.276677,0.5,Image,18.887239398438,Eastern Time (US & Canada),-18000,"lifeastronaut

RT @Mozi_N: Bush set the all-time
record by increasing the debt by
$1.1 trillion in 100 days between
July 30 and Nov 9, 2008— Not #Obama.
#My2K",6223,,8101.615234375,3128.5185546875
Sleevetalkshow,Sleevetalkshow,192.359054,0.000596,0.0705128205128205,http://twitter.com/Sleevetalkshow,Open Twitter Page for This Person,"Jay Gildersleeve is talking about current events, and how they affect you. You can listen to The Sleeve Report, at http://www.blogtalkradio.com/sleevetalk.",5.7E-05,1420,2087,1889,297,http://a0.twimg.com/profile_images/2909237196/f433761733c7409ac749c295da98c403_normal.jpeg,4,12/30/2009 5:46:59 PM,Sleevetalkshow,53.577983541386,blogtalkradio.com/sleevetalk,1.0,99.8422344962751,13,0.696406,0.153846153846154,Image,132.462918737494,Eastern Time (US & Canada),-18000,"Sleevetalkshow

RT @HindaRifka: Hey (@BarackObama),
remember #My2K? Well that's coming
out of my paycheck because of you
#LIAR #HYPOCRITE #tcot #tgdn",33609,http://www.facebook.com/home.php?#/pages/The-Sleeve-Report/225943438257,3563.22412109375,6223.02783203125
BODIESOFLIGHT,BODIESOFLIGHT,9241.975529,0.00063,0.101328903654485,http://twitter.com/BODIESOFLIGHT,Open Twitter Page for This Person,#Followback / DR. LEE VICKERS author BODIES OF LIGHT #Expert #Energy #Medicine #Holistic #Healing #Nutrition :-) CALL 954.319.4229 4 INFO http://t.co/oxkWwx63,0.002651,4903,137555,131831,19,http://a0.twimg.com/profile_images/1826219159/meditate_normal.gif,42,7/18/2011 12:15:45 AM,BODIESOFLIGHT,3670.35317535439,"Fort Lauderdale, FL",2.0,88.9897384216211,2,1.730318,0.0232558139534884,Image,1000,Eastern Time (US & Canada),-18000,"BODIESOFLIGHT

RT @areyou0: @BODIESOFLIGHT I am
ever grateful that President Barack
Obama won reelection as I think
he is a phenomenal role model in
excellence! #My2k",54040,http://www.bodiesoflight.net,8573.3828125,5426.55029296875
jackjr90,jackjr90,0,0,0,http://twitter.com/jackjr90,Open Twitter Page for This Person,,0,0,232,166,576,http://a0.twimg.com/profile_images/2994573562/9f94f280e2fa71a482b3ce0b9e180f0a_normal.jpeg,1,9/21/2009 9:53:19 AM,jackjr90,5.6204051179831,wilsonville oregon,3.0,99.9861360118484,1,0.999999,Not Applicable,Image,22.5859420383399,Pacific Time (US & Canada),-28800,"jackjr90

White House online ‘#My2K’ campaign
fails as US workers’ payroll ...
- http://t.co/dbHOJFSz - from @Taptu",2001,,7706.52685546875,1255.3330078125
mssenator,mssenator,732.587428,0.000589,0.267171717171717,http://twitter.com/mssenator,Open Twitter Page for This Person,"Deputy Majority Leader Emeritus RI Senate: LoveThe Beatles, PBO & FLOTUS, @KytKatz, Freedom! *Author of nations 1st Good Samaritan Law. http://t.co/zeLSMhTi",0.005141,126,2002,1406,187,http://a0.twimg.com/profile_images/67021707/glogoodpix0802_normal.jpg,33,12/10/2008 8:39:59 PM,mssenator,40.1342746740014,"Warwick, RI @Dollarocracy also",2.0,99.8825736907161,24,1.352424,0.266666666666667,Image,101.661653650036,Eastern Time (US & Canada),-18000,"mssenator

RT @areyou0: @BODIESOFLIGHT I am
ever grateful that President Barack
Obama won reelection as I think
he is a phenomenal role model in
excellence! #My2k",20883,http://www.Dollarocracy.com,8157.80908203125,5118.02392578125
latestwire,latestwire,5.90584,0.000546,0.333333333333333,http://twitter.com/latestwire,Open Twitter Page for This Person,Latest News,2.5E-05,0,957,320,481,http://a0.twimg.com/profile_images/3025733258/386f26db1c4da0d843eaf4e8130ddcab_normal.png,2,8/30/2012 10:37:39 PM,latestwire,9.9068050467144,,1.0,99.9732742397078,5,0.386177,0.25,Image,32.4066352546311,Atlantic Time (Canada),-14400,"latestwire

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase - http://t.co/vHWxkcvY",28724,http://latestwire.com,4330.4033203125,5846.4736328125
ObamaWanaDingDo,ObamaWanaDingDo,37.54502,0.0006,0.309090909090909,http://twitter.com/ObamaWanaDingDo,Open Twitter Page for This Person,Proud American Woman. Missing Breitbart. Stands with Israel NOT commie thugs. I fear 4 OUR COUNTRY #TGDN #NRA,5.6E-05,846,1293,830,392,http://a0.twimg.com/profile_images/2980168416/86aaf7cd46bd27602b3eda178c8aebad_normal.png,8,6/22/2009 4:09:27 AM,ObamaWanaDingDo,24.1020255899155,nunya,1.0,99.9306800592421,7,0.578651,0.181818181818182,Image,64.9297101916995,Eastern Time (US & Canada),-18000,"ObamaWanaDingDo

@HindaRifka Barry can't "hear"
you. Try this; Hey @barackobama
.... #my2k",19149,,3184.8642578125,6605.7490234375
dspannz,dspannz,2.948717,0.000478,0.5,http://twitter.com/dspannz,Open Twitter Page for This Person,,0.000159,338,721,207,504,http://a0.twimg.com/profile_images/3077804993/ea9682db5d795b6349dcba01b9b83336_normal.jpeg,1,8/8/2012 7:03:57 PM,dspannz,6.76158951459338,,4.0,99.982711773811,3,0.274368,0.333333333333333,Image,25.2005421803395,,,"dspannz

RT @areyou0: @BODIESOFLIGHT I am
ever grateful that President Barack
Obama won reelection as I think
he is a phenomenal role model in
excellence! #My2k",1631,,9382.2177734375,6850.2607421875
MsRock4Ever,MsRock4Ever,3182.1798,0.000623,0.211243737105806,http://twitter.com/MsRock4Ever,Open Twitter Page for This Person,"Humanitarian, Social Activist, STRONG Democrat/Liberal/Progressive, Support Diversity in all things, LOVE music, books, Native America, & British Isles",0.011778,15321,5997,5809,58,http://a0.twimg.com/profile_images/2845667175/356f79d53ced7b5fe0cc342d7f065b24_normal.png,110,9/11/2009 7:31:44 AM,MsRock4Ever,162.686345363637,"Bedford, Indiana",2.0,99.5148439326956,55,3.242771,0.393162393162393,Image,382.444200606726,Quito,-18000,"MsRock4Ever

RT @Mozi_N: Republicans are only
interested in solving problems
we don't have http://t.co/2H18eUXH
#GOPMedicareKillers #p2 #p2b #tcot
#FB #My2K",64207,https://plus.google.com/u/0/110051358394673854859/about,7415.87548828125,5797.82421875
jimantle,jimantle,1167.231143,0.000609,0.15359477124183,http://twitter.com/jimantle,Open Twitter Page for This Person,"Editor, Daily Caller News Foundation. Opinions mine.",0.000111,3,182,2483,138,http://a0.twimg.com/profile_images/1281714469/070227_wjamesantleiii_normal.jpg,18,3/20/2011 5:06:22 PM,jimantle,70.1112404093496,,1.0,99.7926248037327,5,0.886108,0.277777777777778,Image,170.342735428903,,,"jimantle

RT @ejfores: “@EditMeDavid: White
House online ‘#My2K’ campaign fails
as US workers’ payroll taxes increase
http://t.co/VSnmENYV [by @ejfores]”",9781,http://dailycaller.com/author/jantle/,3913.44506835938,4964.26904296875
xalisae,xalisae,179.024373,0.000557,0.249287749287749,http://twitter.com/xalisae,Open Twitter Page for This Person,"Secular, gamer, singer, reader, #prolife, #tcot, @SubCultureStuff blacklister. Love my family & country. Talkin' trash to the garbage around me. (262) 345-4079",5.8E-05,620,2004,1788,308,http://a0.twimg.com/profile_images/2815854453/332eb453b876ccb7df0b7309012f3fbc_normal.png,17,12/12/2008 4:12:09 AM,xalisae,50.7667731985167,"Milwaukee, Wisconsin",1.0,99.8506698143673,24,1.121826,0.444444444444444,Image,126.022074485251,Central Time (US & Canada),-21600,"xalisae

RT @HONESTMESSENGER: Middle-earners
hit hardest as it's revealed workers
making $30,000 will take a bigger
hit than... http://t.co/zmf8KxXz
via @MailOnline #My2K",25043,http://eastisallthatsleft.blogspot.com/,3028.62377929688,3043.86181640625
Mathiasian,Mathiasian,2159.719433,0.000619,0.134976525821596,http://twitter.com/Mathiasian,Open Twitter Page for This Person,"Conservative thinker, Defender of liberty, freedom lover. 2016 cannot wait. Obama must be held accountable for his corruption. #TCOT #WAR #TGDN",0.000173,1,7304,8796,81,http://a0.twimg.com/profile_images/3014083085/78ce92cf1a5f4706ec29b456431d8cc3_normal.jpeg,63,9/20/2009 6:38:54 AM,Mathiasian,245.825803721562,"Phoenix, AZ.",1.0,99.2653756639681,38,2.794401,0.375,Image,572.927386561673,Mountain Time (US & Canada),-25200,"Mathiasian

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/0MGi0zth",23848,,2145.2470703125,5657.61962890625
wmathison,wmathison,288.288741,0.000615,0.143076923076923,http://twitter.com/wmathison,Open Twitter Page for This Person,"Laissez-faire capitalism; Classical Liberalism: libertarianism, Husband, Father, Entrepreneur, Farmer and Deputy-Mayor.",9.3E-05,0,2003,1351,258,http://a0.twimg.com/profile_images/2059135071/Wayne_3_edited-1_normal.jpg,10,12/5/2008 6:37:47 PM,wmathison,38.6034175565974,Manitoba,1.0,99.8871671807664,25,1.123121,0.269230769230769,Image,98.1542632156458,Central Time (US & Canada),-21600,"wmathison

RT @HONESTMESSENGER: Middle-earners
hit hardest as it's revealed workers
making $30,000 will take a bigger
hit than... http://t.co/zmf8KxXz
via @MailOnline #My2K",96176,http://waynes-earth.blogspot.com/,3374.02368164063,4457.97412109375
kennytm95,kennytm95,0,0.000477,1,http://twitter.com/kennytm95,Open Twitter Page for This Person,,0.000154,165,1485,317,635,http://a0.twimg.com/profile_images/2993964709/f41157d11e7c49f93de694fdc14395d3_normal.jpeg,0,10/9/2012 4:47:26 PM,kennytm95,9.82330374940145,johannesburg,2.0,99.9735247937105,2,0.212625,0,Image,32.215323049119,,,"kennytm95

RT @areyou0: @BODIESOFLIGHT I am
ever grateful that President Barack
Obama won reelection as I think
he is a phenomenal role model in
excellence! #My2k",2980,,7523.38818359375,5864.546875
RockinRobirt,RockinRobirt,0.6645,0.000461,0,http://twitter.com/RockinRobirt,Open Twitter Page for This Person,"Christian, American Mexican, Married",4E-06,1180,203,107,538,http://a0.twimg.com/profile_images/2944771195/eaaa77e5bd1ec7863fd968913d826290_normal.jpeg,2,1/21/2011 5:18:48 AM,RockinRobirt,3.97821293749513,"Corona,CA",1.0,99.9910635739023,3,0.3176,0.5,Image,18.8234686632673,Pacific Time (US & Canada),-28800,"RockinRobirt

RT @JC7109: The new reality....
#my2k #mapoli #tcot http://t.co/APrV1mIV",1069,,1405.82971191406,7714.70556640625
jucmoney,jucmoney,0,0,0,http://twitter.com/jucmoney,Open Twitter Page for This Person,I love to talk about making money online,0,0,1794,1379,577,http://a0.twimg.com/profile_images/608783879/makemoney_normal.jpg,1,1/4/2010 3:59:55 AM,jucmoney,39.3827629981849,,3.0,99.8848286767408,1,0.999999,Not Applicable,Image,99.939843800426,Alaska,-32400,"jucmoney

White House online '#My2K' campaign
fails as US workers' payroll taxes
increase - Daily Caller: Daily
CallerWhit... http://t.co/QcwHNDou",7359,http://www.juice-hk.com,5487.021484375,513.049133300781
CzarZellem,CzarZellem,1910.895688,0.000628,0.192941176470588,http://twitter.com/CzarZellem,Open Twitter Page for This Person,"If you don't like Obama,let's be friends Conservative, NRA, Molon Labe,Texan, Reagan Revolutionary with lots of 2nd Amendment ammunition#WAR#TCOT#SECEDE #2A",0.000148,3263,2718,2493,92,http://a0.twimg.com/profile_images/2824372274/9f594ce6891afeb733326474b3f2f171_normal.png,38,1/30/2012 6:52:20 AM,CzarZellem,70.3895780670594,Fortified bunker-Molon Labe,1.0,99.7917896237236,50,2.052421,0.686274509803922,Image,170.980442780611,Central Time (US & Canada),-21600,"CzarZellem

RT @frankzentura: Should be #WhereIsMy2K?
RT @CzarZellem: White House online
‘#My2K’ campaign fails as US workers’
#payrolltaxes increase http://t.co/PBZIXe7b",17499,http://www.breitbart.com,2540.9189453125,4608.26513671875
